experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
013_motif_stuffed	0.6618	0.6630	0.6739	0.5425	0.6630	0.6607	0.7396	0.1197	0.5425	0.6418	0.6607	0.6739	0.7377	0.6618	12	chr22 + 3-5 inserted TF motifs
014_celltype_accessible	0.3930	0.3925	0.3872	0.4905	0.3925	0.3935	0.4307	0.1137	0.4905	0.3619	0.3935	0.3872	0.4047	0.3930	11	K562+HepG2+SKNSH ATAC/DNase peaks
015_chr19_gene_dense	0.6741	0.6752	0.6838	0.6105	0.6752	0.6760	0.7316	0.1277	0.6105	0.6396	0.6760	0.6838	0.7294	0.6741	19	chr19 random (most gene-dense)
016_ccre_excl_pls	0.6819	0.6826	0.6871	0.5968	0.6826	0.6819	0.7417	0.1306	0.5968	0.6577	0.6819	0.6871	0.7249	0.6819	9	cCREs excluding PLS
017_multi_gene_dense_mix	0.6731	0.6743	0.6860	0.5570	0.6743	0.6739	0.7542	0.1182	0.5570	0.6537	0.6739	0.6860	0.7527	0.6731	10	chr17+19+20+22 mixed
018_ccre_gc_filtered	0.4594	0.4615	0.4924	0.1682	0.4615	0.4559	0.6628	0.0684	0.1682	0.4683	0.4559	0.4924	0.6439	0.4594	29	cCREs filtered to GC 40-55%
019_max_variance_mix	0.6895	0.6904	0.6979	0.5818	0.6904	0.6902	0.7615	0.1192	0.5818	0.6661	0.6902	0.6979	0.7549	0.6895	13	5-source max-variance real DNA mix
020_extreme_variance_mix	0.6822	0.6833	0.6929	0.5646	0.6833	0.6836	0.7628	0.1161	0.5646	0.6606	0.6836	0.6929	0.7593	0.6822	18	7-source extreme variance incl chrY+Het+Quies
021_euchromatic_diverse_mix	0.6908	0.6917	0.6990	0.5968	0.6917	0.6917	0.7571	0.1210	0.5968	0.6642	0.6917	0.6990	0.7519	0.6908	35	7-source euchromatic gene-dense + cCRE high-GC
022_high_gc_heavy_mix	0.6930	0.6938	0.6992	0.6192	0.6938	0.6936	0.7491	0.1228	0.6192	0.6580	0.6936	0.6992	0.7411	0.6930	14	30%% cCRE high-GC + 7-source base
023_max_high_gc_ccre	0.6865	0.6873	0.6909	0.6342	0.6873	0.6864	0.7358	0.1237	0.6342	0.6400	0.6864	0.6909	0.7234	0.6865	14	50%% cCRE high-GC (too much, peak at 30%%)
024_ccre_subcategory_mix	0.6916	0.6924	0.6964	0.6271	0.6924	0.6917	0.7442	0.1263	0.6271	0.6522	0.6917	0.6964	0.7335	0.6916	12	022 + split cCRE_all into dELS/pELS/CTCF
025_no_wholegenome	0.6901	0.6909	0.6952	0.6304	0.6909	0.6903	0.7417	0.1252	0.6304	0.6489	0.6903	0.6952	0.7319	0.6901	34	022 minus whole_genome (lost 0.003)
026_explicit_chr_diversity	0.6924	0.6932	0.6981	0.6265	0.6932	0.6929	0.7460	0.1266	0.6265	0.6537	0.6929	0.6981	0.7364	0.6924	16	022 + explicit chr1/11/16 instead of WG
027_022_seedvar	0.6934	0.6942	0.6996	0.6204	0.6942	0.6941	0.7491	0.1232	0.6204	0.6581	0.6941	0.6996	0.7412	0.6934	42	022 recipe with seed 271 (reproducibility)
028_expand_high_gc_pool	0.6940	0.6948	0.7002	0.6211	0.6948	0.6946	0.7488	0.1269	0.6211	0.6601	0.6946	0.7002	0.7423	0.6940	13	022 + pELS in high-GC pool (new best)
029_more_ccre_all	0.6935	0.6943	0.6996	0.6216	0.6943	0.6942	0.7482	0.1261	0.6216	0.6596	0.6942	0.6996	0.7397	0.6935	14	028 with 5k shifted from chr to cCRE_all
030_final_compound_regulatory	0.6940	0.6948	0.6999	0.6229	0.6948	0.6945	0.7476	0.1272	0.6229	0.6596	0.6945	0.6999	0.7393	0.6940	13	028 + dELS,CTCF-bound compound (ties 028)
