experiment	eval_01	eval_02	eval_03	eval_04	eval_05	eval_06	eval_07	eval_08	eval_09	eval_10	eval_11	eval_12	eval_13	eval_14	time_s	description
011_real_dna_motifs	0.3152	0.3154	0.3173	0.2703	0.3154	0.3142	0.3295	0.0742	0.2703	0.2991	0.3142	0.3173	0.3267	0.3152	29	chr22 real + 3 motif inserts/seq - injections displace good content
012_chr18_atrich	0.3043	0.3045	0.3065	0.2541	0.3045	0.3042	0.3221	0.0721	0.2541	0.2814	0.3042	0.3065	0.3236	0.3043	37	chr18 (40% GC) - HepG2 saturated SKNSH dropped
013_dhs_mixed	0.2674	0.2675	0.2674	0.2420	0.2675	0.2666	0.2911	0.0709	0.2420	0.2673	0.2666	0.2674	0.2738	0.2674	48	K562+HepG2+SKNSH DHS peaks (chr1/18/19/22) - GC-too-high crashed HepG2
014_chr22_gc_filtered	0.0438	0.0439	0.0432	0.0650	0.0439	0.0445	0.0298	0.0295	0.0650	0.0368	0.0445	0.0432	0.0296	0.0438	31	chr22 mid-GC band (45-50%) - narrow GC kills all cell types
015_multichrom_mix	0.3157	0.3159	0.3178	0.2677	0.3159	0.3150	0.3319	0.0723	0.2677	0.2967	0.3150	0.3178	0.3328	0.3157	31	chr1+18+19+22 mix - slightly below chr22 alone, SKNSH drops
016_dels_only	0.3118	0.3118	0.3130	0.2642	0.3118	0.3116	0.3292	0.0737	0.2642	0.2934	0.3116	0.3130	0.3204	0.3118	39	cCRE V4 dELS only with jitter - GC slight up hurts HepG2
017_chr22_lowcpg	0.3095	0.3097	0.3131	0.2607	0.3097	0.3095	0.3262	0.0731	0.2607	0.2879	0.3095	0.3131	0.3278	0.3095	40	chr22 minus CpG-island windows - SKNSH drops, no HepG2 gain
018_chr22_k562_motifs	0.3174	0.3176	0.3199	0.2686	0.3176	0.3170	0.3310	0.0758	0.2686	0.2994	0.3170	0.3199	0.3325	0.3174	42	chr22 + GATA1+KLF1 erythroid motifs - K562 unchanged at 0.144
019_hepg2_h3k27ac	0.3130	0.3132	0.3155	0.2683	0.3132	0.3121	0.3383	0.0748	0.2683	0.3010	0.3121	0.3155	0.3231	0.3130	32	HepG2 H3K27ac peaks - GC-rich crashes HepG2 again, SKNSH +0.007
020_chr19_only	0.3198	0.3201	0.3231	0.2730	0.3201	0.3191	0.3357	0.0721	0.2730	0.3012	0.3191	0.3231	0.3366	0.3198	41	chr19 only (48% GC) - tied with chr22, confirms 0.32 ceiling
021_markov_chr22mimic	0.2226	0.2225	0.2238	0.2231	0.2225	0.2225	0.2111	0.0824	0.2231	0.2318	0.2225	0.2238	0.2126	0.2226	60	Markov chr22-mimic - SKNSH +0.036 but HepG2 crashes -0.32
022_chr22_norepeat	0.3146	0.3148	0.3165	0.2636	0.3148	0.3139	0.3323	0.0718	0.2636	0.3018	0.3139	0.3165	0.3238	0.3146	34	chr22 non-repeat (>=80% uppercase) - K562 -0.014 (repeats help K562)
023_chr22_repeatrich	0.3009	0.3011	0.3042	0.2499	0.3011	0.3005	0.3208	0.0737	0.2499	0.2848	0.3005	0.3042	0.3228	0.3009	30	chr22 repeat-rich (>=70% lowercase) - K562 +0.002 SKNSH -0.053
024_chr22_nfy_single	0.3187	0.3189	0.3214	0.2707	0.3189	0.3182	0.3324	0.0769	0.2707	0.3000	0.3182	0.3214	0.3339	0.3187	29	chr22 + 1 NF-Y CCAAT centered - tiny K562 up SKNSH down
025_chr22_gcnorm	-0.0170	-0.0175	-0.0230	0.0472	-0.0175	-0.0165	-0.0703	0.0299	0.0472	-0.0033	-0.0165	-0.0230	-0.0598	-0.0170	34	chr22 + GC normalization (15 flips/seq) - CATASTROPHIC -0.34
026_chr1_only	0.3108	0.3110	0.3137	0.2603	0.3110	0.3106	0.3272	0.0760	0.2603	0.2902	0.3106	0.3137	0.3268	0.3108	32	chr1 alone (42% GC) - HepG2 high 0.2020 but SKNSH low
027_chr22_chr19_mix	0.3215	0.3218	0.3246	0.2734	0.3218	0.3210	0.3359	0.0750	0.2734	0.3022	0.3210	0.3246	0.3367	0.3215	46	chr22+chr19 50/50 - NEW BEST super-linear mix gain
028_chr22_19_1_mix	0.3197	0.3199	0.3220	0.2714	0.3199	0.3192	0.3347	0.0753	0.2714	0.3017	0.3192	0.3220	0.3346	0.3197	43	chr22+chr19+chr1 40/40/20 - chr1 drops SKNSH net loss
029_chr22_19_1_light	0.3203	0.3205	0.3236	0.2741	0.3205	0.3197	0.3363	0.0772	0.2741	0.3022	0.3197	0.3236	0.3376	0.3203	33	chr22+chr19+chr1 47.5/47.5/5 - even 5% chr1 hurts
030_chr22_chr19_seed30	0.3200	0.3203	0.3237	0.2734	0.3203	0.3197	0.3355	0.0757	0.2734	0.3024	0.3197	0.3237	0.3350	0.3200	34	chr22+chr19 50/50 rerun seed 30 - seed variance check 0.0015 below best
